Id,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4,elevation_zone,near_threshold,distance_to_nearest_threshold,chaos_amplification_factor,aspect_sin,aspect_cos,Soil_Type13,Soil_Type3,Soil_Type6,Soil_Group_Other,Soil_Type2,Soil_Group_Organic,Soil_Type30,Soil_Type29,Soil_Type33,Soil_Type10,Soil_Type12,Soil_Group_Rocky,Soil_Group_Sandy,Soil_Group_Clay,Soil_Type23,Soil_Type1,Soil_Type17,Cover_Type
2413,2649,94,26,67,-29,120,250,190,51,661,1,0,0,0,Montane,False,151.0,1.0,0.9975640502598242,-0.06975647374412533,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2414,2695,276,11,0,0,1487,191,242,191,1036,0,0,1,0,Montane,False,105.0,1.0,-0.9945218953682734,0.10452846326765299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2415,2702,281,10,0,0,1510,192,241,189,1041,0,0,1,0,Montane,False,98.0,1.0,-0.9816271834476639,0.1908089953765451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2416,2715,288,10,0,0,1579,193,239,186,1063,0,0,1,0,Montane,False,85.0,1.0,-0.9510565162951536,0.30901699437494723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2417,2721,280,11,0,0,1602,190,241,191,1072,0,0,1,0,Montane,False,79.0,1.0,-0.9848077530122081,0.17364817766692997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2418,2727,273,12,0,0,1626,186,243,196,1082,0,0,1,0,Montane,False,73.0,1.0,-0.9986295347545738,0.052335956242943946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2419,2734,269,13,0,0,1650,185,244,199,1092,0,0,1,0,Montane,False,66.0,1.0,-0.9998476951563913,-0.017452406437283498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2420,2861,274,15,30,2,1982,178,242,203,1360,0,0,1,0,Subalpine,False,61.0,1.0,-0.9975640502598243,0.06975647374412522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2421,2902,266,9,0,0,2143,197,244,187,1530,0,0,1,0,Subalpine,False,102.0,1.0,-0.9975640502598242,-0.06975647374412558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2422,2867,322,20,120,51,779,166,217,188,1961,0,0,1,0,Subalpine,False,67.0,1.0,-0.6156614753256582,0.788010753606722,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2423,2163,148,28,90,27,313,243,225,90,497,0,0,0,1,Foothill,False,237.0,1.0,0.5299192642332049,-0.848048096156426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
2424,2209,293,21,376,204,443,157,230,211,371,0,0,0,1,Foothill,False,191.0,1.0,-0.9205048534524405,0.3907311284892735,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2425,2218,329,13,382,159,467,187,223,175,365,0,0,0,1,Foothill,False,182.0,1.0,-0.5150380749100545,0.8571673007021121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2426,2037,126,17,0,0,552,246,226,103,612,0,0,0,1,Foothill,False,363.0,1.0,0.8090169943749475,-0.587785252292473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
2427,2129,259,12,210,96,342,190,247,195,379,0,0,0,1,Foothill,False,271.0,1.0,-0.981627183447664,-0.1908089953765446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
2428,1946,49,17,30,4,330,225,202,105,595,0,0,0,1,Foothill,False,454.0,1.0,0.754709580222772,0.6560590289905073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
2429,1946,319,17,0,0,360,175,222,187,642,0,0,0,1,Foothill,False,454.0,1.0,-0.6560590289905074,0.7547095802227719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
2430,1964,343,21,60,35,360,174,204,166,691,0,0,0,1,Foothill,False,436.0,1.0,-0.29237170472273716,0.9563047559630353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
2431,2058,28,32,342,-5,430,191,155,82,962,0,0,0,1,Foothill,False,342.0,1.0,0.4694715627858908,0.882947592858927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
2432,2071,43,28,390,204,390,213,167,73,992,0,0,0,1,Foothill,False,329.0,1.0,0.6819983600624985,0.7313537016191705,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
2433,2911,120,19,256,84,1110,249,220,91,360,1,0,0,0,Subalpine,False,111.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2434,2876,111,27,175,49,1050,254,199,54,270,1,0,0,0,Subalpine,False,76.0,1.0,0.9335804264972017,-0.35836794954530027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
2435,2796,130,16,60,9,630,244,229,109,150,1,0,0,0,Montane,True,4.0,2.0,0.766044443118978,-0.6427876096865394,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2436,2741,85,22,458,63,872,245,197,70,1173,0,0,1,0,Montane,False,59.0,1.0,0.9961946980917455,0.08715574274765814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2437,2653,268,21,0,0,1401,161,243,218,990,0,0,1,0,Montane,False,147.0,1.0,-0.9993908270190958,-0.03489949670250076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2438,2683,269,15,0,0,1464,181,244,202,997,0,0,1,0,Montane,False,117.0,1.0,-0.9998476951563913,-0.017452406437283498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2439,2785,286,19,30,13,1832,163,236,211,1158,0,0,1,0,Montane,True,15.0,2.0,-0.9612616959383188,0.2756373558169994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2440,2820,308,17,30,13,1897,172,227,195,1224,0,0,1,0,Subalpine,True,20.0,2.0,-0.7880107536067218,0.6156614753256585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2441,2884,261,9,0,0,2063,199,245,185,1400,0,0,1,0,Subalpine,False,84.0,1.0,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2442,2894,234,9,30,3,2103,206,248,180,1443,0,0,1,0,Subalpine,False,94.0,1.0,-0.8090169943749473,-0.5877852522924732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2443,2896,248,5,30,3,2123,209,244,173,1465,0,0,1,0,Subalpine,False,96.0,1.0,-0.9271838545667873,-0.3746065934159123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2444,2856,53,16,60,21,721,227,205,107,1920,0,0,1,0,Subalpine,False,56.0,1.0,0.7986355100472928,0.6018150231520484,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2445,2922,14,18,658,59,1199,201,200,133,819,0,0,1,0,Subalpine,False,122.0,1.0,0.24192189559966773,0.9702957262759965,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2446,2798,66,18,361,103,1024,234,200,90,391,0,0,1,0,Montane,True,2.0,2.0,0.9135454576426009,0.4067366430758002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
2447,2832,339,20,162,37,1663,175,208,170,1712,0,0,1,0,Subalpine,True,32.0,2.0,-0.35836794954530077,0.9335804264972015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2448,2113,141,20,30,2,457,245,231,106,424,0,0,0,1,Foothill,False,287.0,1.0,0.6293203910498374,-0.7771459614569709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
2449,2112,15,39,175,101,242,157,133,87,511,0,0,0,1,Foothill,False,288.0,1.0,0.25881904510252074,0.9659258262890683,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
2450,2102,353,30,212,78,277,155,174,146,467,0,0,0,1,Foothill,False,298.0,1.0,-0.12186934340514723,0.9925461516413221,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
2451,2125,291,23,277,114,339,149,229,217,408,0,0,0,1,Foothill,False,275.0,1.0,-0.9335804264972017,0.3583679495453004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
2452,2224,326,14,361,165,484,184,224,179,335,0,0,0,1,Foothill,False,176.0,1.0,-0.5591929034707466,0.8290375725550418,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2453,2038,137,19,30,1,591,246,229,104,636,0,0,0,1,Foothill,False,362.0,1.0,0.6819983600624985,-0.7313537016191705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2454,1950,87,20,0,0,30,245,203,0,127,0,0,0,1,Foothill,False,450.0,1.0,0.9986295347545738,0.052335956242943966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
2455,1983,324,15,162,-1,150,180,223,182,450,0,0,0,1,Foothill,False,417.0,1.0,-0.5877852522924734,0.8090169943749473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
2456,1962,69,22,42,2,300,237,190,72,553,0,0,0,1,Foothill,False,438.0,1.0,0.9335804264972017,0.3583679495453004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
2457,2051,295,25,391,196,400,141,224,219,969,0,0,0,1,Foothill,False,349.0,1.0,-0.9063077870366498,0.4226182617406996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
2458,2063,293,24,404,0,408,147,227,217,997,0,0,0,1,Foothill,False,337.0,1.0,-0.9205048534524405,0.3907311284892735,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
2459,2084,335,38,404,20,420,111,163,175,1019,0,0,0,1,Foothill,False,316.0,1.0,-0.4226182617406992,0.90630778703665,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
2460,2101,1,31,446,37,420,160,165,130,1020,0,0,0,1,Foothill,False,299.0,1.0,0.01745240643728351,0.9998476951563913,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
2461,2914,123,22,277,87,1082,251,216,81,391,1,0,0,0,Subalpine,False,114.0,1.0,0.838670567945424,-0.5446390350150271,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2462,2896,125,21,218,69,1080,249,221,89,331,1,0,0,0,Subalpine,False,96.0,1.0,0.8191520442889917,-0.5735764363510462,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2463,2753,135,18,42,0,451,245,229,106,331,1,0,0,0,Montane,True,47.0,2.0,0.7071067811865476,-0.7071067811865475,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2464,2746,139,19,30,7,421,245,231,107,361,1,0,0,0,Montane,False,54.0,1.0,0.6560590289905073,-0.754709580222772,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2465,2607,284,20,0,0,1340,161,236,214,964,0,0,1,0,Montane,False,193.0,1.0,-0.9702957262759966,0.24192189559966742,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
2466,2618,278,21,0,0,1364,159,239,217,962,0,0,1,0,Montane,False,182.0,1.0,-0.9902680687415704,0.13917310096006547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2467,2653,268,21,0,0,1423,162,243,218,960,0,0,1,0,Montane,False,147.0,1.0,-0.9993908270190958,-0.03489949670250076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2468,2719,288,10,60,14,1617,193,239,186,1006,0,0,1,0,Montane,False,81.0,1.0,-0.9510565162951536,0.30901699437494723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2469,2798,274,19,60,26,1873,167,242,212,1148,0,0,1,0,Montane,True,2.0,2.0,-0.9975640502598243,0.06975647374412522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2470,2819,275,17,60,30,1905,172,242,208,1182,0,0,1,0,Subalpine,True,19.0,2.0,-0.9961946980917455,0.08715574274765789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2471,2836,269,10,42,-7,1956,195,244,188,1237,0,0,1,0,Subalpine,True,36.0,2.0,-0.9998476951563913,-0.017452406437283498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2472,2849,253,18,30,5,1992,178,249,208,1276,0,0,1,0,Subalpine,True,49.0,2.0,-0.9563047559630353,-0.2923717047227371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2473,2881,209,6,42,-2,2105,215,246,167,1401,0,0,1,0,Subalpine,False,81.0,1.0,-0.48480962024633695,-0.8746197071393959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2474,2607,39,10,0,0,1401,221,217,130,1034,0,0,1,0,Montane,False,193.0,1.0,0.6293203910498374,0.7771459614569709,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
2475,2836,344,19,212,41,1725,178,206,165,1648,0,0,1,0,Subalpine,True,36.0,2.0,-0.27563735581699894,0.9612616959383189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2476,2855,345,14,180,60,1615,192,217,163,1825,0,0,1,0,Subalpine,False,55.0,1.0,-0.2588190451025207,0.9659258262890683,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
2477,2210,106,22,127,61,90,251,208,73,514,0,0,0,1,Foothill,False,190.0,1.0,0.9612616959383189,-0.27563735581699905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
2478,2103,4,13,0,0,417,202,214,148,390,0,0,0,1,Foothill,False,297.0,1.0,0.0697564737441253,0.9975640502598242,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
2479,2093,47,12,30,-6,342,224,214,122,400,0,0,0,1,Foothill,False,307.0,1.0,0.7313537016191705,0.6819983600624985,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
2480,2094,358,22,42,16,216,180,193,146,474,0,0,0,1,Foothill,False,306.0,1.0,-0.034899496702500823,0.9993908270190958,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
2481,2091,29,25,60,10,201,202,176,99,492,0,0,0,1,Foothill,False,309.0,1.0,0.48480962024633706,0.8746197071393957,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
2482,2052,122,29,42,16,658,254,203,56,693,0,0,0,1,Foothill,False,348.0,1.0,0.8480480961564261,-0.5299192642332048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
2483,2095,306,30,134,60,450,126,208,215,454,0,0,0,1,Foothill,False,305.0,1.0,-0.8090169943749476,0.5877852522924729,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
2484,2121,85,23,247,91,361,246,194,66,335,0,0,0,1,Foothill,False,279.0,1.0,0.9961946980917455,0.08715574274765814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
2485,1992,288,17,247,70,420,169,236,206,819,0,0,0,1,Foothill,False,408.0,1.0,-0.9510565162951536,0.30901699437494723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
2486,2089,274,25,342,25,450,145,237,227,1044,0,0,0,1,Foothill,False,311.0,1.0,-0.9975640502598243,0.06975647374412522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
2487,2096,351,36,295,32,474,132,154,143,1024,0,0,0,1,Foothill,False,304.0,1.0,-0.1564344650402311,0.9876883405951377,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
2488,2029,107,34,330,162,360,254,178,23,992,0,0,0,1,Foothill,False,371.0,1.0,0.9563047559630355,-0.29237170472273666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2489,2897,129,21,242,70,1050,249,222,91,365,1,0,0,0,Subalpine,False,97.0,1.0,0.777145961456971,-0.6293203910498373,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2490,2761,116,14,0,0,514,244,226,107,277,1,0,0,0,Montane,True,39.0,2.0,0.8987940462991669,-0.4383711467890775,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2491,2747,121,16,30,-6,454,246,225,103,335,1,0,0,0,Montane,False,53.0,1.0,0.8571673007021123,-0.5150380749100543,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2492,2689,117,27,67,-33,247,254,204,60,543,1,0,0,0,Montane,False,111.0,1.0,0.8910065241883679,-0.45399049973954675,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2493,2738,280,12,60,3,1706,186,241,195,1008,0,0,1,0,Montane,False,62.0,1.0,-0.9848077530122081,0.17364817766692997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
2494,2744,281,13,60,9,1729,183,241,197,1020,0,0,1,0,Montane,False,56.0,1.0,-0.9816271834476639,0.1908089953765451,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
2495,2796,261,17,90,27,1897,177,247,207,1123,0,0,1,0,Montane,True,4.0,2.0,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
2496,2836,273,9,67,-7,1981,196,243,186,1214,0,0,1,0,Subalpine,True,36.0,2.0,-0.9986295347545738,0.052335956242943946,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
2497,2891,274,11,90,7,2167,190,243,192,1425,0,0,1,0,Subalpine,False,91.0,1.0,-0.9975640502598243,0.06975647374412522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2498,2896,283,9,90,5,2188,196,241,184,1448,0,0,1,0,Subalpine,False,96.0,1.0,-0.9743700647852352,0.22495105434386492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2499,2833,327,20,268,38,1789,169,214,183,1554,0,0,1,0,Subalpine,True,33.0,2.0,-0.544639035015027,0.838670567945424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2500,2868,337,16,218,73,1606,184,217,171,1879,0,0,1,0,Subalpine,False,68.0,1.0,-0.3907311284892739,0.9205048534524403,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
2501,2104,7,26,60,4,339,180,180,129,379,0,0,0,1,Foothill,False,296.0,1.0,0.12186934340514748,0.992546151641322,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
2502,2164,10,37,180,141,295,154,141,102,474,0,0,0,1,Foothill,False,236.0,1.0,0.17364817766693033,0.984807753012208,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
2503,2152,21,40,210,126,309,162,126,71,450,0,0,0,1,Foothill,False,248.0,1.0,0.35836794954530027,0.9335804264972017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
2504,2055,312,28,42,19,566,134,207,207,571,0,0,0,1,Foothill,False,345.0,1.0,-0.7431448254773946,0.6691306063588578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2505,2110,41,24,285,80,361,215,181,89,301,0,0,0,1,Foothill,False,290.0,1.0,0.6560590289905073,0.754709580222772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
2506,1988,79,18,60,20,247,241,204,87,469,0,0,0,1,Foothill,False,412.0,1.0,0.981627183447664,0.19080899537654492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
2507,3131,70,17,573,-43,1113,236,205,96,994,1,0,0,0,Subalpine,False,69.0,1.0,0.9396926207859083,0.3420201433256688,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2508,2987,105,35,480,160,1055,253,175,19,607,1,0,0,0,Subalpine,False,187.0,1.0,0.9659258262890683,-0.25881904510252085,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2509,2792,81,9,0,0,658,232,225,125,150,1,0,0,0,Montane,True,8.0,2.0,0.9876883405951378,0.15643446504023092,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2510,2782,74,12,30,-4,604,235,217,112,201,1,0,0,0,Montane,True,18.0,2.0,0.9612616959383189,0.27563735581699916,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2511,2724,118,14,42,-8,371,243,227,111,430,1,0,0,0,Montane,False,76.0,1.0,0.8829475928589269,-0.4694715627858909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2512,2860,243,15,90,16,2076,190,251,197,1273,0,0,1,0,Subalpine,False,60.0,1.0,-0.8910065241883678,-0.4539904997395469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2513,2958,48,17,134,33,792,224,201,105,1917,0,0,1,0,Subalpine,False,158.0,1.0,0.7431448254773942,0.6691306063588582,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2514,2869,342,13,240,74,1681,193,220,166,1786,0,0,1,0,Subalpine,False,69.0,1.0,-0.3090169943749477,0.9510565162951535,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
2515,2132,15,25,30,6,424,189,180,119,446,0,0,0,1,Foothill,False,268.0,1.0,0.25881904510252074,0.9659258262890683,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
2516,2097,26,21,0,0,300,204,188,113,601,0,0,0,1,Foothill,False,303.0,1.0,0.4383711467890774,0.898794046299167,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
2517,2176,310,33,150,128,313,115,198,213,484,0,0,0,1,Foothill,False,224.0,1.0,-0.7660444431189781,0.6427876096865393,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
2518,2120,9,34,268,155,335,162,154,112,210,0,0,0,1,Foothill,False,280.0,1.0,0.15643446504023087,0.9876883405951378,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
2519,2006,23,14,95,21,201,211,209,132,404,0,0,0,1,Foothill,False,394.0,1.0,0.39073112848927377,0.9205048534524404,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
2520,1979,34,21,190,41,480,211,189,105,713,0,0,0,1,Foothill,False,421.0,1.0,0.5591929034707469,0.8290375725550417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
2521,2075,285,27,319,11,503,134,227,227,997,0,0,0,1,Foothill,False,325.0,1.0,-0.9659258262890684,0.2588190451025203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
2522,2790,74,10,30,-1,618,232,222,122,192,1,0,0,0,Montane,True,10.0,2.0,0.9612616959383189,0.27563735581699916,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2523,2777,85,15,60,-9,564,240,214,100,242,1,0,0,0,Montane,True,23.0,2.0,0.9961946980917455,0.08715574274765814,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2524,2744,96,17,30,-7,458,245,214,92,351,1,0,0,0,Montane,False,56.0,1.0,0.9945218953682733,-0.10452846326765355,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2525,2735,103,16,30,-8,433,245,217,96,379,1,0,0,0,Montane,False,65.0,1.0,0.9743700647852352,-0.22495105434386503,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2526,2720,122,16,67,-18,379,245,226,105,437,1,0,0,0,Montane,False,80.0,1.0,0.8480480961564261,-0.5299192642332048,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2527,2977,75,21,85,10,1616,240,195,75,1972,0,0,1,0,Subalpine,False,177.0,1.0,0.9659258262890683,0.25881904510252074,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
2528,2820,290,32,124,70,1179,116,216,232,1337,0,0,1,0,Subalpine,True,20.0,2.0,-0.9396926207859083,0.342020143325669,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2529,2871,356,15,272,76,1740,196,213,154,1723,0,0,1,0,Subalpine,False,71.0,1.0,-0.06975647374412564,0.9975640502598242,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
2530,2138,9,25,108,32,424,185,183,127,306,0,0,0,1,Foothill,False,262.0,1.0,0.15643446504023087,0.9876883405951378,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
2531,2162,289,36,120,94,335,99,209,237,497,0,0,0,1,Foothill,False,238.0,1.0,-0.945518575599317,0.3255681544571563,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
2532,2139,27,27,283,106,426,198,172,97,331,0,0,0,1,Foothill,False,261.0,1.0,0.45399049973954675,0.8910065241883679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
2533,2015,33,28,85,50,127,203,167,85,67,0,0,0,1,Foothill,False,385.0,1.0,0.5446390350150271,0.838670567945424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
2534,1983,17,21,228,45,510,197,190,123,731,0,0,0,1,Foothill,False,417.0,1.0,0.29237170472273677,0.9563047559630354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
2535,2001,271,15,309,81,510,179,244,204,816,0,0,0,1,Foothill,False,399.0,1.0,-0.9998476951563913,0.01745240643728313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
2536,2054,285,24,342,-3,518,147,232,221,931,0,0,0,1,Foothill,False,346.0,1.0,-0.9659258262890684,0.2588190451025203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
2537,2112,237,25,234,48,540,167,252,214,1065,0,0,0,1,Foothill,False,288.0,1.0,-0.8386705679454242,-0.544639035015027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
2538,3061,157,35,612,284,1027,234,220,86,853,1,0,0,0,Subalpine,False,139.0,1.0,0.39073112848927377,-0.9205048534524404,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2539,2815,91,9,30,-5,808,235,226,122,162,1,0,0,0,Subalpine,True,15.0,2.0,0.9998476951563913,-0.017452406437283477,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
2540,2803,51,6,0,0,721,223,226,138,153,1,0,0,0,Subalpine,True,3.0,2.0,0.7771459614569709,0.6293203910498375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2541,2802,54,7,0,0,693,224,225,136,162,1,0,0,0,Subalpine,True,2.0,2.0,0.8090169943749475,0.5877852522924731,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2542,2799,72,8,0,0,664,229,226,130,175,1,0,0,0,Montane,True,1.0,2.0,0.9510565162951535,0.30901699437494745,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2543,2776,107,16,85,-10,552,245,220,99,258,1,0,0,0,Montane,True,24.0,2.0,0.9563047559630355,-0.29237170472273666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2544,2768,108,16,85,16,524,245,220,98,283,1,0,0,0,Montane,True,32.0,2.0,0.9510565162951536,-0.30901699437494734,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
